Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"1263034.3","Akkermansia muciniphila CAG:154",,1263034,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935;1263034","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila;Akkermansia muciniphila CAG","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MGS:154",,,,,,,,,,,,,,,,,,,,"Good","2013-05-31T00:00:00Z",,,"PRJEB726","SAMEA3138704","GCF_000436395.1",,"CBDW000000000","DTU","WGS",,,,,,81,2721828,55.38,9,74342,46,1,,2789,99.8,98.4,0.6,100,,"396 human stool samples we identified 7,381 such MetaGenomic Species","derived from 396 human stool samples we identified 7,381 such MetaGenomic Species",,,,,,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,,"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source","2016-01-17T15:32:41.844Z","2016-01-17T15:32:41.844Z"
"239935.2754","Akkermansia muciniphila Marseille-P9642",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Marseille-P9642",,,,,,,,,,,,,,,,,,,,"Good","1900-01-01T00:00:00Z",,,"PRJNA816719","SAMN26693043","GCA_023516655.1",,"JAMGSF000000000",,"WGS","Illumina MiSeq","20x","SPAdes v. 3.12",,,29,2732039,55.20884,3,421021,49,3,,2737,99.8,99.2,,100,,"ENVO:00002173",,"2019-03-11",2019,,"France",,,,"Europe","France: Marseille",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-05-27T14:28:15.976Z","2022-05-27T14:28:15.976Z"
"239935.2794","Akkermansia muciniphila H1",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","H1",,,,,,,,,,,,,,,,,,,,"Good","2022-06-30T00:00:00Z",,,"PRJNA270907","SAMN03278369","GCA_024086545.1",,"JXMM00000000",,"WGS","Illumina MiSeq","60x","Ray assembler v. 2.3.0",,,34,2784615,55.28095,7,168191,47,,,2794,99.9,99,0.3,99.8,,"feces",,"2010-11-12",2010,,"Belgium",,,,"Europe","Belgium: Ghent","temperature:37","Homo sapiens","Human","Male","33",,"Human",,,"host_subject_id:#1",,,"2022-07-30T04:48:33.342Z","2022-07-30T04:48:33.342Z"
"239935.2795","Akkermansia muciniphila H3",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","H3",,,,,,,,,,,,,,,,,,,,"Good","2022-06-30T00:00:00Z",,,"PRJNA270907","SAMN03278371","GCA_024086675.1",,"JXMN00000000",,"WGS","Illumina MiSeq","120x","Ray assembler v. 2.3.0",,,30,2669152,55.77638,6,207791,49,3,,2636,99.7,98.7,3.5,99.2,,"feces",,"2010-11-12",2010,,"Belgium",,,,"Europe","Belgium: Ghent","temperature:37","Homo sapiens","Human","Male","24",,"Human",,,"host_subject_id:#3",,,"2022-07-30T04:48:28.316Z","2022-07-30T04:48:28.316Z"
"239935.2796","Akkermansia muciniphila H5",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","H5",,,,,,,,,,,,,,,,,,,,"Good","2022-06-30T00:00:00Z",,,"PRJNA270907","SAMN03278373","GCA_024086775.1",,"JXMP00000000",,"WGS","Illumina MiSeq","150x","Ray assembler v. 2.3.0",,,32,2650124,55.73466,6,205305,46,3,,2614,99.4,98.7,1.3,99.1,,"feces",,"2011-07-19",2011,,"Netherlands",,,,"Europe","Netherlands: Wageningen","temperature:37","Homo sapiens","Human","Female","35",,"Human",,,"host_subject_id:#4",,,"2022-07-30T04:48:03.468Z","2022-07-30T04:48:03.468Z"
"239935.2797","Akkermansia muciniphila H4",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","H4",,,,,,,,,,,,,,,,,,,,"Good","2022-06-30T00:00:00Z",,,"PRJNA270907","SAMN03278372","GCA_024086755.1",,"JXMO00000000",,"WGS","Illumina MiSeq","150x","Ray assembler v. 2.3.0",,,34,2632414,55.742104,6,133742,47,3,,2600,99.8,98.9,1.8,98.9,,"feces",,"2010-11-12",2010,,"Belgium",,,,"Europe","Belgium: Ghent","temperature:37","Homo sapiens","Human","Male","24",,"Human",,,"host_subject_id:#3",,,"2022-07-30T04:48:29.726Z","2022-07-30T04:48:29.726Z"
"239935.2798","Akkermansia muciniphila H6",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","H6",,,,,,,,,,,,,,,,,,,,"Good","2022-06-30T00:00:00Z",,,"PRJNA270907","SAMN03278374","GCA_024086795.1",,"JXMQ00000000",,"WGS","Illumina MiSeq","150x","ABySS v. 1.3.2",,,22,2701203,55.798706,4,232641,59,12,,2610,100,99.9,,100,,"feces",,"2011-07-19",2011,,"Netherlands",,,,"Europe","Netherlands: Wageningen","temperature:37","Homo sapiens","Human","Female","35",,"Human",,,"host_subject_id:#4",,,"2022-07-30T04:48:34.695Z","2022-07-30T04:48:34.695Z"
"239935.2799","Akkermansia muciniphila Marseille-P5162",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Marseille-P5162",,,,,,,,,,,,,,,,,,,,"Good","2022-07-06T00:00:00Z",,,"PRJNA816719","SAMN26693039","GCA_024172975.1",,"JAMZOC000000000",,"WGS","Illumina MiSeq","20x","SPAdes v. 3.12",,,49,2914731,55.10782,6,175338,49,5,,2998,99.4,98.7,,97.6,,"ENVO:00002173",,"2017-08-21",2017,,"France",,,,"Europe","France: Marseille",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-07-30T05:40:39.196Z","2022-07-30T05:40:39.196Z"
"239935.2811","Akkermansia muciniphila DFI.6.92",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","DFI.6.92",,,,,,,,,,,,,,,,,,,,"Good","2022-07-27T00:00:00Z",,,"PRJNA792599","SAMN28944549","GCA_024462135.1",,"JANGAY000000000",,"WGS","Illumina NextSeq","100x","SPAdes v. v3.14.0",,,462,3023775,55.002968,6,183355,49,5,,3336,99.6,95.6,10.4,100,,"fecal sample",,,,,"USA","Illinois",,,"North America","USA: Chicago",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture",,"2022-09-02T14:05:16.966Z","2022-09-02T14:05:16.966Z"
"239935.2918","Akkermansia muciniphila rmaize_MAXBIN__011",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","rmaize_MAXBIN__011",,,,,,,,,,,,,,,,,,,,"Good","2022-10-03T00:00:00Z","36076058",,"PRJNA722408","SAMN18871265","GCA_025543035.1",,"JAHQGD000000000",,"WGS","Illumina NovaSeq; Oxford Nanopore","28.212988396015376x","OPERA-MS v. 0.8.2",,,17,2836665,55.536625,2,752292,51,6,,2757,100,99.8,0.1,100,,"fecal sample from a healthy donor for a colon model experiment with retrograde maize",,"2018-02-06",2018,,"United Kingdom",,,,"Europe","United Kingdom: Norwich",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-10-16T16:02:19.691Z","2022-10-16T16:02:19.691Z"
"239935.3028","Akkermansia muciniphila VEG01_HAM_0048",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","VEG01_HAM_0048",,,,,,,,,,,,,,,,,,,,"Good","2022-11-04T00:00:00Z","36289209",,"PRJNA798244","SAMN31100372","GCA_025993285.1",,"DAJPFH000000000",,"WGS","PacBio Sequel IIe","11x","hifiasm_meta v. 0.2-r040",,,1,2777738,55.68189,1,2777738,54,9,,2683,100,99.9,,100,,"feces",,"2020",2020,,,,,,,,,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-11-22T22:50:57.585Z","2022-11-22T22:50:57.585Z"
"239935.3029","Akkermansia muciniphila OMN02_HAM_0033",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","OMN02_HAM_0033",,,,,,,,,,,,,,,,,,,,"Good","2022-11-04T00:00:00Z","36289209",,"PRJNA798244","SAMN31100363","GCA_025993435.1",,"DAJPFC000000000",,"WGS","PacBio Sequel IIe","4x","hifiasm_meta v. 0.2-r040",,,1,2964520,55.136887,1,2964520,53,9,,2921,99.8,99.3,0.1,100,,"feces",,"2020",2020,,,,,,,,,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-11-22T22:50:59.185Z","2022-11-22T22:50:59.185Z"
"239935.3057","Akkermansia muciniphila Marseille-P7245",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Marseille-P7245",,,,,,,,,,,,,,,,,,,,"Good","2022-07-06T00:00:00Z",,,"PRJNA816719","SAMN26693040","GCA_023516675.1",,"JAMGSH000000000",,,"Illumina MiSeq","20x","SPAdes v. 3.12",,,36,2784249,55.432014,6,116009,50,3,,2780,99.8,99.2,,100,,"ENVO:00002173",,"2018-05-22",2018,,"France",,,,"Europe","France: Marseille",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-12-26T05:03:17.103Z","2022-12-26T05:03:17.103Z"
"239935.3176","Akkermansia muciniphila OF08-9",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","OF08-9",,,,,,,,,,,,,,,,,,,,"Good","2023-01-12T00:00:00Z",,,"PRJNA903559","SAMN31809641","GCA_027694835.1",,"JAQEVJ000000000",,,"MGI","100x","SOAPdenovo v. v2.04",,,39,2729520,55.69573,7,136016,49,5,,3215,100,93.4,17,100,,"fecal material [ENVO:00002003]",,"2014-02-01",2014,,"China",,,,"Asia","China: Shenzhen",,"Homo sapiens","Human",,,,"Human",,,,,,"2023-02-12T17:06:37.534Z","2023-02-12T17:06:37.534Z"
"239935.3201","Akkermansia muciniphila OB21 FAA NB 28",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","Complete","OB21 FAA NB 28",,,,,,,,,,,,,,,,,,,,"Good","2023-02-20T00:00:00Z",,,"PRJNA933626","SAMN33243781","GCA_028743255.1",,"CP117954",,,"Illumina HiSeq; Oxford Nanopore MinION","1.0x","Canu v. 1.8; Geneious v. 6.1.8",,,1,2851480,55.463654,1,2851480,53,9,,2849,99.9,99.6,,100,,,,"2019-11-01",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:pure cell culture",,"2023-02-27T19:16:23.599Z","2023-02-27T19:16:23.599Z"
"239935.3228","Akkermansia muciniphila AM06",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","Complete","AM06",,,,,,,,,,,,,,,,,,,,"Good","2023-03-05T00:00:00Z",,,"PRJNA937397","SAMN33406633","GCA_028994115.1",,"CP118696",,,"Nanopore PromethION; Illumina NovaSeq","100.0x","Unicycler v. v0.5.0",,,1,2664112,55.762333,1,2664112,53,9,,2564,100,99.9,,100,,"colostrum",,"2019",2019,,"China",,,,"Asia","China",,"Homo","Human",,,,"Human",,,,"sample_type:cell culture",,"2023-03-26T19:28:21.364Z","2023-03-26T19:28:21.364Z"
"239935.3466","Akkermansia muciniphila NBRC 114322",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","NBRC 114322",,,,,,,,,,,,,,,,,,,,"Good","2023-05-11T00:00:00Z",,,"PRJDB14606","SAMD00557628","GCA_030268425.1",,"BSQQ00000000",,,"DNBSEQ-G400","297x","Spades v. 3.13.2",,,17,2767604,55.627228,3,444399,51,3,,2725,100,99.7,,100,,"Healthy human feces",,,,,"Japan",,,,"Asia","Japan",,"Homo sapiens","Human",,,,"Human",,,,,,"2023-07-10T04:02:18.502Z","2023-07-10T04:02:18.502Z"
"239935.3469","Akkermansia muciniphila NBRC 115032",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","NBRC 115032",,,,,,,,,,,,,,,,,,,,"Good","2023-05-11T00:00:00Z",,,"PRJDB14606","SAMD00557633","GCA_030268525.1",,"BSQV00000000",,,"DNBSEQ-G400","372x","Spades v. 3.13.2",,,58,2901388,55.23043,3,361252,48,3,,2980,99.9,99.3,,99.7,,"Human feces (feces of healthy pre-obese Japanese male in his late 50s)",,,,,"Japan",,,,"Asia","Japan",,"Homo sapiens","Human",,,,"Human",,,,,,"2023-07-10T04:02:27.392Z","2023-07-10T04:02:27.392Z"
"239935.3565","Akkermansia muciniphila RAGGC_322",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","RAGGC_322",,,,,,,,,,,,,,,,,,,,"Good","2023-08-18T00:00:00Z",,,"PRJNA872116","SAMN31428392","GCA_030824735.1",,"JAPJRI000000000",,,"Illumina NovaSeq","18.93820333x","SPAdes v. 3.15",,,62,3095801,58.12746,10,102064,48,,,2996,99.6,98.7,1,99.8,,"human skin",,"2021",2021,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2023-09-07T05:02:38.664Z","2023-09-07T05:02:38.664Z"
"239935.3566","Akkermansia muciniphila N1191.18",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","N1191.18",,,,,,,,,,,,,,,,,,,,"Good","2023-08-18T00:00:00Z",,,"PRJNA970820","SAMN36703828","GCA_030841405.1",,"JAUUTK000000000",,,"Illumina",,"metaSPAdes v. 3.15.5",,,14,1325250,55.603924,4,113537,13,,,1306,88.4,88.1,,83.3,,"feces",,,,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2023-09-07T05:21:02.233Z","2023-09-07T05:21:02.233Z"
"239935.3567","Akkermansia muciniphila N1173.3",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","N1173.3",,,,,,,,,,,,,,,,,,,,"Good","2023-08-18T00:00:00Z",,,"PRJNA970820","SAMN36703814","GCA_030841705.1",,"JAUUSW000000000",,,"Illumina",,"metaSPAdes v. 3.15.5",,,33,3067718,58.126366,6,227844,48,,,2961,89.5,88.9,3.5,66.2,,"feces",,,,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2023-09-07T05:22:22.705Z","2023-09-07T05:22:22.705Z"
"239935.3568","Akkermansia muciniphila N1170.24",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","N1170.24",,,,,,,,,,,,,,,,,,,,"Good","2023-08-18T00:00:00Z",,,"PRJNA970820","SAMN36703786","GCA_030842265.1",,"JAUURU000000000",,,"Illumina",,"metaSPAdes v. 3.15.5",,,26,2725218,55.341408,5,177913,46,,,2712,89.3,88.7,2.6,66.2,,"feces",,,,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2023-09-07T05:22:46.110Z","2023-09-07T05:22:46.110Z"
"239935.3569","Akkermansia muciniphila N1167.9",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","N1167.9",,,,,,,,,,,,,,,,,,,,"Good","2023-08-18T00:00:00Z",,,"PRJNA970820","SAMN36703743","GCA_030843105.1",,"JAUUQD000000000",,,"Illumina",,"metaSPAdes v. 3.15.5",,,39,2774503,55.842506,6,177866,45,,,2734,89.6,89,2.9,66.4,,"feces",,,,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2023-09-07T05:23:38.834Z","2023-09-07T05:23:38.834Z"
"239935.3570","Akkermansia muciniphila N1164.13",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","N1164.13",,,,,,,,,,,,,,,,,,,,"Good","2023-08-18T00:00:00Z",,,"PRJNA970820","SAMN36703714","GCA_030843725.1",,"JAUUPA000000000",,,"Illumina",,"metaSPAdes v. 3.15.5",,,36,2757833,55.59057,8,113582,47,,,2752,89.4,88.8,2.6,66.4,,"feces",,,,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2023-09-07T05:24:23.221Z","2023-09-07T05:24:23.221Z"
"239935.3571","Akkermansia muciniphila N1157.9",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","N1157.9",,,,,,,,,,,,,,,,,,,,"Good","2023-08-18T00:00:00Z",,,"PRJNA970820","SAMN36703662","GCA_030844765.1",,"JAUUNA000000000",,,"Illumina",,"metaSPAdes v. 3.15.5",,,34,2809352,55.421608,8,124433,47,,,2788,89.6,89,2.6,66.4,,"feces",,,,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2023-09-07T05:25:42.995Z","2023-09-07T05:25:42.995Z"
"239935.3604","Akkermansia muciniphila 225S_18FAA",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","225S_18FAA",,,,,,,,,,,,,,,,,,,,"Good","2023-09-27T00:00:00Z",,,"PRJNA1015663","SAMN37360459","GCA_032144195.1",,"JAVSNI000000000",,,"Illumina NovaSeq","91x","SPAdes v. v3.15.5",,,47,2864053,55.070084,2,602555,49,3,,2908,99.9,99.4,,100,,"gut",,"2020",2020,,"Canada",,,,"North America","Canada: South-East Ontario",,"Homo sapiens","Human",,,,"Human",,,,,,"2023-10-30T03:04:34.576Z","2023-10-30T03:04:34.576Z"
